Магазин;Координаты;Дата и время;Товар;Производитель;Номер карты;Количество;Цена
Эльдорадо;59.735932, 30.471622;2024-12-08T18:08;камера;sony;2200 5692 8890 1332;7;148337
Магнит;59.928076, 30.31935;2024-09-30T21:47;йогурт;Бабушкино лукошко;5112 2377 9013 8078;6;576
Красное&Белое;59.958076, 30.322095;2024-07-31T12:40;макароны;Макфа;4306 4395 4161 2759;5;355
restore:;60.005219, 30.301078;2024-05-23T16:30;наушники;bang & olufsen;2200 5682 9008 8101;3;31419
restore:;59.820927, 30.317006;2024-12-24T15:47;объектив;leica;2202 2012 8638 7057;5;196860
DNS;59.927897, 30.318895;2024-02-06T10:49;фотоаппарат;sigma;2200 5652 1408 6058;6;1032762
restore:;60.033526, 30.367769;2024-09-29T16:18;колонки;marshall;5112 2320 5818 8162;7;182105
Перекрёсток;60.011005, 30.4024;2024-04-25T18:44;масло;Добрыня;2200 7095 7560 5183;6;936
Спортмастер;59.900547, 30.271828;2024-01-28T11:04;кепка;under armour;2200 5691 7997 8941;3;3150
Wildberries;59.899497, 30.2866;2024-11-21T16:41;галстук;dolce & gabbana;2200 5643 2611 8797;1;16407
Гипер Лента;60.038992, 30.24024;2024-09-14T19:49;молоко 3.2%;Danone;2200 5674 5168 9412;4;204
restore:;60.005219, 30.301078;2024-04-02T13:04;усилитель;harman kardon;2200 5688 3840 1604;3;46989
Гипер Лента;59.917223, 30.522065;2024-12-06T13:26;шоколад;Lindt;2200 5619 1596 5437;2;492
ВкусВилл;59.92808, 30.321341;2024-10-09T13:51;кефир;BioMax;5112 2372 7526 7345;3;183
DNS;59.827715, 30.317253;2024-01-26T14:02;часы;xiaomi;2200 5688 1918 2357;5;32165
Супер Лента;59.985356, 30.381869;2024-04-04T09:00;йогурт;Бабушкино лукошко;5112 2346 9879 4535;5;355
Rendez-Vous;59.893118, 30.51616;2024-12-29T07:41;спортивная куртка;kappa;2200 4051 9005 1721;5;25615
Яндекс Маркет;59.902348, 30.275327;2024-05-22T11:45;чипсы;Lays;2200 5680 5179 5749;4;612
Wildberries;59.942521, 30.359982;2024-06-01T14:29;брюки;patagonia;4377 7372 9348 2547;3;16992
Гипер Лента;60.031442, 30.435033;2024-02-05T15:59;соус;Бондюэль;2200 5658 6645 9432;2;242
Яндекс Маркет;59.928636, 30.318095;2024-01-07T13:54;куртка;mammut;2200 5625 1168 9409;3;71178
Красное&Белое;59.925173, 30.283897;2024-07-09T20:49;десерты;Рот Фронт;2200 5641 8862 3140;6;1332
Спортмастер;59.991377, 30.206595;2024-06-20T19:35;ботинки;timberland;2200 5623 7647 6639;4;46108
Перекрёсток;60.006246, 30.210435;2024-08-26T09:53;суп;Bonduelle;2200 5698 9242 7759;7;1407
Гипер Лента;59.998618, 30.236281;2024-09-02T08:02;колбасы;Валми;4306 4379 1194 1969;3;969
Ситилинк;60.011288, 30.277731;2024-05-09T09:36;усилитель;jbl;4986 2910 6483 9388;2;68528
Стокманн;59.849335, 30.145502;2024-08-10T08:06;ремень;timberland;2200 5681 4688 6642;5;14385
Яндекс Маркет;59.912851, 30.301256;2024-12-15T13:12;носки;new balance;2200 4044 6190 9373;2;1208
Спортмастер Pro;60.059624, 30.33443;2024-07-26T12:53;джинсы;h&m;2200 7086 2751 2311;3;11259
Яндекс Маркет;59.935926, 30.267179;2024-05-16T12:21;футболка;h&m;2200 5620 9262 6498;3;4179
ВкусВилл;59.935101, 30.271437;2024-07-21T17:29;овсянка;Quaker;2202 2062 8728 4416;4;524
Магнит;59.877579, 29.914703;2024-07-01T18:33;сметана;Рузское;2200 5641 9268 8306;3;135
Красное&Белое;59.912782, 30.349508;2024-06-05T07:28;масло;Almette;2200 5689 9220 3776;7;1134
Яндекс Маркет;59.988714, 30.255123;2024-02-26T15:19;куртка;levis;4306 4366 3333 5182;7;35714
Wildberries;59.919929, 30.369959;2024-12-24T11:27;кеды;timberland;5112 2396 5594 4845;7;39571
Яндекс Маркет;59.918613, 30.295814;2024-07-12T08:08;масло;Простоквашино;2200 5641 7843 8615;3;192
Перекрёсток;59.971116, 30.38625;2024-01-22T12:58;йогурт;Чудо;2200 5656 5167 6740;5;475
DNS;60.03567, 30.453346;2024-01-26T13:29;наушники;jvc;2200 7048 5618 4971;6;55302
Street Beat;59.849421, 30.143941;2024-02-02T14:31;шорты;adidas;4306 4394 3345 2670;1;1940
Магнит;59.876334, 30.333781;2024-12-26T10:49;творог;Простоквашино;2200 5677 7666 1442;5;195
Яндекс Маркет;59.919659, 30.349224;2024-05-19T16:36;приправы;Русский продукт;2200 7078 6576 8300;7;889
Яндекс Маркет;59.946436, 30.239104;2024-11-16T17:49;молоко 3.2%;Агуша;2200 5670 9461 6377;3;153
Яндекс Маркет;59.941515, 30.190159;2024-06-26T15:07;ботинки;salomon;2200 7046 8813 8206;3;26985
Глобус;59.929332, 30.322136;2024-05-06T11:41;кефир;Простоквашино;2200 7058 4028 6935;1;34
Metro;59.822343, 30.316797;2024-07-16T11:32;мясные продукты;Perdue;4306 4319 2407 2837;5;1445
Яндекс Маркет;59.919659, 30.349224;2024-07-06T18:47;творог;Тёма;2200 5650 3145 9061;7;392
Перекрёсток;59.949127, 30.233702;2024-10-15T14:24;масло;Parmalat;2200 5664 7938 3439;5;420
Пятёрочка;59.939291, 30.201703;2024-04-18T20:12;пюре;Bonduelle;4039 3315 4578 9085;3;339
М.Видео;59.870237, 30.350111;2024-04-14T15:17;утюг;toshiba;2200 7090 7919 9147;4;12996
Спортмастер;59.991377, 30.206595;2024-10-02T14:56;галстук;givenchy;5112 2326 7209 8673;7;165984
Магнит;59.911453, 30.307757;2024-09-26T13:54;творог;Село Зеленое;4039 3397 6733 7179;6;318
Street Beat;59.893319, 30.513815;2024-10-22T11:37;костюм;prada;5112 2340 8259 7799;2;100466
Ситилинк;60.047091, 30.37459;2024-12-20T17:26;телевизор;sony;2200 5657 4966 4453;3;103464
О'кей;59.946936, 30.477584;2024-05-17T14:11;соки;PepsiCo;2200 4078 1120 3998;6;576
Ситилинк;59.945846, 30.27645;2024-09-03T12:25;лампа;sharp;2200 5637 9841 2590;2;2864
Твоё;59.911245, 30.446169;2024-03-14T15:35;рубашка;diesel;2200 7055 1824 2329;1;2457
Яндекс Маркет;59.955488, 30.327765;2024-08-03T08:12;кепка;lacoste;5112 2360 1693 1225;1;1046
Перекрёсток;59.900631, 30.271738;2024-03-02T14:33;консервы;Heinz;4039 3342 8465 8336;2;358
ВкусВилл;59.987659, 30.207693;2024-02-25T09:05;йогурт;Тёма;2200 5677 7186 1107;4;288
Перекрёсток;59.926745, 30.360907;2024-03-29T09:05;ряженка;Агуша;2200 5694 4321 8049;5;175
Глобус;59.920235, 30.465396;2024-12-18T14:20;молоко 3.2%;Ehrmann;2200 5638 8650 8581;7;455
Красное&Белое;59.862423, 30.181579;2024-07-19T15:08;молоко 3.2%;Простоквашино;2200 5656 6621 3705;3;225
Эльдорадо;60.052467, 30.331196;2024-09-18T19:35;роутер;asus;2200 5625 8938 2017;3;11631
Перекрёсток;60.072069, 30.340344;2024-12-02T17:08;кефир;ВкусВилл;2200 5615 3450 9984;6;156
Wildberries;59.949595, 30.226461;2024-06-23T19:28;кепка;supreme;5112 2395 9588 2879;4;40268
Технопарк Санкт-Петербурга;59.969174, 30.314997;2024-09-12T17:30;планшет;xiaomi;2200 5694 8726 4495;2;25204
Твоё;60.052322, 30.333312;2024-11-27T14:16;джинсы;wrangler;2200 5628 7378 9128;5;21125
Красное&Белое;59.923593, 30.342453;2024-04-21T11:49;молоко;ЭкоНива;2200 7087 3726 7291;5;145
Яндекс Маркет;60.070303, 30.336514;2024-09-22T16:11;туфли;yves saint laurent;2200 5661 5657 6622;6;363996
Глобус Джус;59.953759, 30.330403;2024-02-28T18:19;масло;Савушкин продукт;5112 2332 4249 3539;5;360
О'кей;60.003013, 30.227407;2024-11-26T18:51;творог;Простоквашино;5112 2382 9712 9516;3;417
Твоё;60.012027, 30.398278;2024-01-21T13:12;пальто;zara;2200 5658 5694 7767;2;14456
ВкусВилл;59.959001, 30.273189;2024-08-22T09:19;йогурт;Чудо;5112 2390 3008 2736;1;75
Стокманн;59.891942, 30.511991;2024-08-17T08:58;толстовка;balenciaga;5112 2359 7423 3721;7;103852
ВкусВилл;59.943751, 30.361444;2024-10-28T08:51;творог обезжиренный;Слобода;5112 2354 4159 5894;2;70
Ленполиграфмаш;59.96881, 30.315137;2024-05-22T07:26;монитор;lg;2202 2051 1265 7044;6;136134
Ситилинк;59.574938, 30.126914;2024-10-27T13:51;усилитель;marshall;4306 4350 8679 3148;7;113400
О'кей;59.739226, 30.622659;2024-01-24T14:19;мясные продукты;Валми;2200 5695 6763 7864;3;795
DNS;59.916187, 30.308786;2024-01-27T18:26;мышь;hp;5112 2339 7286 5598;7;10752
Ситилинк;59.878086, 30.442428;2024-09-09T18:53;роутер;netgear;5112 2387 4396 3175;5;17080
Эльдорадо;59.990684, 30.257579;2024-03-22T12:00;мышь;razer;2200 7075 4894 9668;6;21186
Спортмастер;59.923581, 30.318004;2024-04-23T09:54;спортивные брюки;under armour;2200 5644 6622 3233;1;2468
О'Кей;59.989069, 30.225281;2024-10-24T07:49;молоко 1.5%;Сваля;5228 6093 5629 2712;7;189
Пятёрочка;59.925627, 30.283451;2024-01-20T21:50;соусы;Русский продукт;2200 4028 7708 8612;2;236
Ситилинк;60.038659, 30.221821;2024-04-29T17:34;гарнитура;steelseries;2200 7057 4686 2962;2;11038
Пятёрочка;59.920675, 30.311134;2024-11-19T10:41;сметана;Домик в деревне;2200 5661 3283 6207;7;427
Магнит;59.988972, 30.311478;2024-11-02T19:47;овсянка;Quaker;2200 5649 3277 7981;7;1085
М.Видео;60.03865, 30.407019;2024-12-09T18:44;ноутбук;asus;2200 5653 8665 6219;2;88660
DNS;60.005625, 30.299887;2024-09-22T13:02;фитнес-трекер;fitbit;4306 4314 4469 3612;7;48160
Гипер Лента;59.849754, 30.397983;2024-05-10T11:13;конфеты;Марс;5211 9451 4115 8565;7;1596
Красное&Белое;59.923593, 30.342453;2024-05-02T10:11;консервированные овощи;Фрау Марта;2200 5696 5675 9097;7;819
Street Beat;59.820156, 30.317612;2024-11-11T13:28;ботинки;the north face;4306 4357 6554 3464;5;69035
Пятёрочка;59.999124, 30.361595;2024-04-23T14:59;шоколад;Nestle;2200 7015 5713 3515;3;579
Магнит;59.994693, 30.316033;2024-09-03T09:40;молоко;Простоквашино;5228 6019 7638 6351;5;180
Красное&Белое;59.937738, 30.234686;2024-05-27T09:28;творог обезжиренный;Сваля;2200 5633 4867 5470;5;235
Эльдорадо;59.825124, 30.380673;2024-04-24T11:48;наушники;apple;2202 2071 8142 6926;2;28456
Рандеву;60.035733, 30.364786;2024-03-07T12:33;костюм;prada;2200 7044 8188 4225;3;198162
Спортмастер;59.894882, 30.516501;2024-04-26T17:23;спортивные брюки;under armour;2200 5634 6214 6257;3;7623
Яндекс Маркет;59.881202, 30.316347;2024-12-16T14:32;сметана;Савушкин продукт;5211 9449 3284 8620;7;336
Мини Лента;59.979602, 30.377945;2024-09-29T11:58;суп;Big Bon;2200 5679 7432 5654;4;388
Магнит;59.911203, 30.318072;2024-07-04T14:23;йогурт;Валио;4039 3317 4569 2312;7;406
DNS;59.99765, 29.765664;2024-02-26T09:40;наушники;jbl;5112 2384 1197 7246;6;72498
Мини Лента;59.95786, 30.342121;2024-09-21T16:03;сыр;Савушкин продукт;2200 5617 8218 2732;1;99
Перекрёсток;59.909237, 30.514076;2024-02-23T09:07;сметана;Кубанский молочник;4306 4395 1604 6169;2;70
DNS;59.840125, 30.114265;2024-07-16T15:28;смартфон;zte;2202 2055 5089 5699;5;108965
Яндекс Маркет;59.935379, 30.362436;2024-05-02T17:17;толстовка;american eagle;2200 5657 3174 9067;3;9378
Ситилинк;59.83604, 30.135408;2024-06-13T13:59;адаптер;tp-link;2200 5666 7388 5055;4;7228
М.Видео;59.875842, 30.36925;2024-12-20T13:06;клавиатура;razer;2200 5696 5916 1261;6;32652
Мини Лента;59.919861, 30.346787;2024-10-22T15:16;шоколад;Красный Октябрь;4306 4310 2449 5355;4;708
Перекрёсток;59.863413, 30.40474;2024-01-10T17:19;консервы;Heinz;2202 2060 4498 7618;4;904
Гипер Лента;59.990629, 30.659102;2024-01-05T10:43;йогурт;Простоквашино;4986 2913 8586 9940;2;148
Lichi;59.820557, 30.31807;2024-10-16T11:37;кроссовки;reebok;2200 5683 4915 4276;7;39004
Мини Лента;59.95786, 30.342121;2024-11-02T17:31;творог;Домик в деревне;2200 4029 7878 6349;2;104
DNS;59.99765, 29.765664;2024-05-02T18:34;адаптер;netgear;2200 5625 7500 3277;1;2124
Магнит;59.91953, 30.295508;2024-06-29T12:32;молоко;Село Зеленое;5389 9483 1305 2275;5;150
Wildberries;60.006029, 30.249375;2024-12-12T09:27;рубашка;uniqlo;4306 4348 5327 8874;1;1751
Яндекс Маркет;59.942738, 30.280469;2024-07-31T10:58;футболка;h&m;2200 5628 7416 9888;4;4084
Гипер Лента;59.869494, 29.828101;2024-12-30T12:36;йогурт;Савушкин продукт;2200 5653 2689 6233;3;240
Глобус;59.582141, 30.139059;2024-01-29T17:55;конфеты;Ferrero;5112 2327 1047 2861;2;402
Туристическое агентство Глобус;59.895438, 29.091752;2024-11-04T11:21;кефир;Савушкин продукт;4306 4338 1471 6662;4;156
Пятёрочка;59.96092, 30.331526;2024-09-19T10:05;молоко 1.5%;Село Зеленое;4377 7378 6410 6757;1;27
Супер Лента;59.740471, 30.58326;2024-07-30T19:39;макароны;Нестле;4306 4373 8474 5115;2;204
re:Store;59.962236, 30.306058;2024-10-26T14:37;телевизор;lg;4306 4314 9612 5355;3;86841
Гипер Лента;59.85992, 30.468139;2024-12-31T17:47;творог;Dannon;2200 5662 1169 6458;3;384
ВкусВилл;59.95692, 30.228939;2024-06-22T08:34;батончики;Nestle;2200 5646 6428 9938;3;600
Гипер Лента;60.038992, 30.24024;2024-11-30T10:05;соусы;McCormick;4306 4365 5124 1656;1;119
Яндекс Маркет;59.913424, 30.286484;2024-08-16T10:57;бейсболка;dc;5112 2343 7853 1772;7;13412
Wildberries;59.948976, 30.366998;2024-12-14T09:38;пальто;uniqlo;4306 4310 2123 4739;6;56016
DNS;59.899893, 30.272049;2024-04-20T10:49;датчик сердечного ритма;polar;2200 5686 3245 4668;4;21660
Яндекс Маркет;59.941515, 30.190159;2024-06-01T14:08;брюки;skechers;4306 4318 5597 1025;5;14630
DNS;60.037444, 30.406852;2024-10-29T14:41;роутер;asus;5389 9448 1274 8377;4;12224
Wildberries;59.911851, 30.350042;2024-07-19T20:11;туфли;armani;2200 7032 6203 6564;1;36913
Супер Лента;59.931039, 30.404056;2024-04-09T13:29;молоко 1.5%;Валио;4306 4334 1655 9235;6;156
Магнит;59.924918, 30.290333;2024-05-15T12:47;шоколад;Ferrero;5112 2340 9090 3496;7;1939
Пятёрочка;59.926185, 30.367478;2024-03-04T15:04;молоко 3.2%;Danone;5112 2341 8454 9585;1;51
Гипер Лента;59.841239, 30.48442;2024-12-16T12:45;масло;Домик в деревне;4039 3391 1847 3614;2;440
Перекрёсток;60.006797, 30.27478;2024-06-06T10:29;кефир;Село Зеленое;2202 2060 8533 3901;2;50
Магнит;59.994693, 30.316033;2024-10-07T10:59;макароны;Нестле;4306 4344 2589 6233;1;149
М.Видео;59.863295, 30.404724;2024-10-20T14:33;наушники;kef;5112 2393 4118 5920;7;82215
DNS;59.988516, 30.254699;2024-10-14T12:11;планшет;realme;2200 5620 6194 3869;7;102564
М.Видео;59.910635, 30.445592;2024-03-17T17:39;планшет;vivo;4306 4312 5884 6314;3;47553
Wildberries;59.911851, 30.350042;2024-07-25T20:35;кеды;new era;5112 2313 3409 5717;3;13524
Глобус;59.959877, 30.440341;2024-01-14T13:09;йогурт;Простоквашино;2200 5676 9142 2755;6;360
Мини Лента;59.956293, 30.308267;2024-01-25T15:51;лапша;Big Bon;5211 9448 8313 5901;3;147
DNS;59.85304, 30.213963;2024-02-27T19:20;смартфон;vivo;2200 5695 1339 7627;7;124733
Ситилинк;59.947941, 30.236852;2024-03-29T11:04;смартфон;apple;2200 5653 8099 7003;5;322155
ВкусВилл;59.928106, 30.315916;2024-08-21T10:00;молоко;Село Зеленое;2200 5621 4166 2897;4;148
Эльдорадо;59.825124, 30.380673;2024-03-16T08:30;штатив;sigma;4306 4353 1856 7454;2;26428
ВкусВилл;59.928109, 30.353035;2024-12-24T18:50;крекеры;Lays;5389 9459 4803 5500;1;117
Пятёрочка;59.944337, 30.284719;2024-06-11T17:32;консервы;Heinz;2200 4073 7414 1076;5;750
ВкусВилл;59.902314, 30.319857;2024-04-18T10:30;йогурт;Yoplait;2200 5611 9924 3221;7;651
Перекрёсток;59.935887, 30.315693;2024-10-08T13:59;кефир;Слобода;5228 6073 8870 6288;4;140
Гипер Лента;59.851775, 30.093751;2024-08-05T18:09;овсянка;Kellogg's;2200 4072 5772 2345;4;572
Ситилинк;59.721239, 30.415793;2024-04-11T19:28;наушники;oneplus;2202 2085 7774 7128;4;10076
Перекрёсток;59.933764, 30.329115;2024-11-20T10:16;кефир;ЭкоНива;5112 2323 6243 9090;7;469
Красное&Белое;59.926878, 30.347785;2024-05-02T13:08;сметана;Рузское;2200 5652 7955 6953;7;399
Гипер Лента;59.89301, 30.281714;2024-01-09T20:18;конфеты;Нестле Россия;4306 4397 7433 6304;5;1490
Спортмастер;59.938398, 30.230096;2024-02-23T17:07;поло;fred perry;2200 4042 6117 2511;5;28505
